slug,title,description,type,cuisine,difficulty,prep_minutes,cook_minutes,total_minutes,serving_count,average_calories,ingredients,ingredient_count,steps,step_count,allergens,tags,tipNote,servingSuggestion
kotleti,Kotleti,"Rus kotleti, ekmekle yumuşatılmış kıymanın tavada kızaran sulu ev köfteleridir.",YEMEK,ru,EASY,25,20,45,5,360,Dana kıyma 700 gr | Bayat ekmek 100 gr | Süt 120 ml | Yumurta 1 adet,4,"1. Ekmeği süte batırıp sıkın. || 2. Kıyma, ekmek ve yumurtayı yoğurun. || 3. Köfteleri tavada 20 dakika pişirin.",3,"GLUTEN,SUT,YUMURTA",cocuk-dostu,Ekmeği süte batırıp sıkın; kuru ekmek köfteyi sertleştirir.,Patates püresi ve salatalık turşusuyla servis edin.
kottbullar,Köttbullar,"İsveç köfteleri tereyağlı sos, patates püresi ve yaban mersini reçeliyle ev sıcaklığında bir tabak olur.",YEMEK,tr,MEDIUM,25,25,50,4,470,Dana kıyma 500 gr | Ekmek kırıntısı 60 gr | Yumurta 1 adet | Süt 100 ml | Krema 150 ml,5,"1. Kıyma, ekmek kırıntısı, yumurta ve sütü yoğurup küçük köfteler yapın. || 2. Köfteleri tavada 15 dakika pişirin. || 3. Aynı tavada krema ile sos hazırlayıp köfteleri sosa alın.",3,"GLUTEN,SUT,YUMURTA",cocuk-dostu,Köfte harcını 20 dakika dinlendirin; ekmek kırıntısı nemi tutar ve köfteler dağılmaz.,Patates püresi ve yaban mersini reçeliyle servis edin.
kourabiethes,Kourabiethes,Yunan bademli kurabiyesi pudra şekeri örtüsüyle ağızda dağılan bayram lokmasına dönüşür.,TATLI,gr,MEDIUM,25,22,47,8,230,Un 350 gr — Hamur için | Tereyağı 220 gr — Hamur için | Badem 120 gr — Hamur için | Pudra şekeri 150 gr — Hamur için,4,1. Tereyağı ve pudra şekerini çırpın. || 2. Un ve bademi ekleyip kurabiye hamuru hazırlayın. || 3. 170°C fırında 22 dakika pişirip pudra şekeriyle kaplayın.,3,"GLUTEN,SUT,KUSUYEMIS",vejetaryen,,
koz-biberli-barbunya-ezmesi,Köz Biberli Barbunya Ezmesi,"Barbunya ve köz biber birlikte ezildiğinde ekmeğe sürülen, meze ile dip arasında duran güçlü bir tabak çıkar.",APERATIF,tr,EASY,10,0,10,4,150,Haşlanmış barbunya 250 gr | Közlenmiş kapya biber 2 adet | Sarımsak 1 diş | Zeytinyağı 2 yemek kaşığı | Tuz 0.5 çay kaşığı,5,1. Barbunya ve köz biberi mutfak robotuna alın. || 2. Sarımsak ve zeytinyağıyla kısa aralıklarla çekin. || 3. Tuzunu ayarlayıp servis tabağına alın.,3,,"vegan,30-dakika-alti,vejetaryen",Barbunyayı çok püre yapmayın; hafif taneli doku ekmeğin üstünde daha iyi durur.,Üzerine zeytinyağı gezdirip kızarmış ekmekle servis edin.
koz-karnabahar-salatasi,Köz Karnabahar Salatası,"Köz tadı alan karnabahar, limon ve kimyonla birleşince Kuzey Afrika dokunuşlu sıcak-soğuk arası bir salataya döner.",SALATA,ma,EASY,15,25,40,4,140,Karnabahar 1 adet | Zeytinyağı 2 yemek kaşığı | Kimyon 1 çay kaşığı | Limon suyu 2 yemek kaşığı,4,1. Karnabaharı çiçeklere ayırıp yağ ve kimyonla harmanlayın. || 2. 220°C fırında 25 dakika közleyin. || 3. Limon suyuyla karıştırıp servis edin.,3,,"vegan,firinda,vejetaryen",Karnabaharı tepside sıkıştırmayın; boşluk kaldıkça daha iyi renk alır.,Üzerine maydanoz ve limon kabuğu ekleyerek servis edin.
koz-patlicanli-humus,Köz Patlıcanlı Humus,"Humusa eklenen köz patlıcan, nohut ezmesine dumanlı ve daha uzun bir tat derinliği kazandırır.",APERATIF,me,EASY,15,20,35,6,165,Haşlanmış nohut 350 gr | Közlenmiş patlıcan 250 gr | Tahin 2 yemek kaşığı | Limon suyu 2 yemek kaşığı,4,"1. Nohut, patlıcan, tahin ve limon suyunu robota alın. || 2. Pürüzsüz kıvam için çekin. || 3. Servis tabağına alıp zeytinyağı gezdirin.",3,SUSAM,"vegan,misafir-sofrasi,vejetaryen",Patlıcanı süzgeçte 10 dakika bekletin; fazla su humusun kıvamını gevşetir.,Üzerine zeytinyağı ve sumak serpip lavaşla servis edin.
kremali-mantar-corbasi,Kremalı Mantar Çorbası,"Kültür mantarı, krema ve sebze suyuyla hazırlanan yoğun kıvamlı çorba.",CORBA,tr,EASY,15,25,40,4,240,Kültür mantarı 400 gr | Soğan 1 adet | Un 1.5 yemek kaşığı | Tereyağı 1 yemek kaşığı | Zeytinyağı 1 yemek kaşığı | Sebze suyu 4 su bardağı | Krema 100 ml | Tuz 1 çay kaşığı | Karabiber 0.5 çay kaşığı,9,"1. Mantarları ince dilimleyin, soğanı küçük doğrayın. || 2. Zeytinyağı ve tereyağında soğanı 4 dakika kavurun. || 3. Mantarları ekleyip suyunu çekene kadar 8-10 dakika soteleyin. || 4. Unu ekleyip 2 dakika kavurun, sebze suyunu azar azar dökerek karıştırın. || 5. Kremayı ekleyip 8 dakika kısık ateşte pişirin.",5,"GLUTEN,SUT","vejetaryen,kis-tarifi",Mantarları yüksek ateşte soteleyin; suyunu salıp çektiğinde aroması belirginleşir.,Üzerine karabiber ve maydanoz serpin.
kroppkakor,Kroppkakor,"İsveç kroppkakor, patates hamuruna etli iç doldurulan yuvarlak haşlama köftelerdir.",YEMEK,se,HARD,60,25,85,6,430,Patates 1 kg — Hamur için | Un 200 gr — Hamur için | Dana eti 300 gr | Tereyağı 60 gr,4,1. Patatesi haşlayıp soğutarak ezin. || 2. Patates hamurunu etli içle doldurun. || 3. Köfteleri kaynar suda 20 dakika haşlayın.,3,"GLUTEN,SUT",misafir-sofrasi,Patatesi tamamen soğutup ezin; sıcak patates hamuru yapışkanlaştırır.,Tereyağı ve yaban mersini reçeliyle servis edin.
kulak-corbasi,Kulak Çorbası,"Minik mantı parçaları, nohut ve yoğurtlu sosla yapılan yöresel çorba.",CORBA,tr,MEDIUM,30,35,65,6,260,Un 2 su bardağı — Hamur için | Yumurta 1 adet — Hamur için | Dana kıyma 200 gr | Haşlanmış nohut 1 su bardağı | Yoğurt 1.5 su bardağı | Tereyağı 2 yemek kaşığı,6,1. Un ve yumurtayla sert hamur yoğurup küçük kareler kesin. || 2. Kıymalı harçla minik mantılar kapatın. || 3. Mantı ve nohudu 20 dakika haşlayıp yoğurtlu sosla karıştırın.,3,"GLUTEN,SUT,YUMURTA","misafir-sofrasi,kis-tarifi",Mantı parçalarını küçük kapatın; çorbada hızlı ve eşit pişer.,Naneli tereyağıyla sıcak servis edin.
kulebyaka,Kulebyaka,"Rus somonlu kulebyaka, pirinç ve mantarlı dolguyu mayalı hamur içinde fırında saklar.",YEMEK,tr,HARD,70,40,110,8,470,Somon fileto 600 gr | Un 500 gr | Pirinç 1 su bardağı | Mantar 250 gr | Yumurta 1 adet,5,1. Mayalı hamuru hazırlayıp 40 dakika dinlendirin. || 2. Pirinç ve mantarlı dolguyu pişirin. || 3. Somon ve dolguyu hamura sarıp 40 dakika pişirin.,3,"GLUTEN,YUMURTA,DENIZ_URUNLERI",misafir-sofrasi,,
kunafa-arap-usulu,Kunafa Arap Usulü,"Ortadoğu pastanelerinden kadayıf, tuzsuz peynir ve portakal çiçeği şerbetiyle katmanlanan sıcak tatlı.",TATLI,me,HARD,35,35,70,8,420,Tel kadayıf 500 gr — Tatlı için | Tereyağı 180 gr — Tatlı için | Tuzsuz peynir 350 gr — Tatlı için | Şeker 2 su bardağı — Şerbet için | Su 1.5 su bardağı — Şerbet için | Antep fıstığı 0.5 su bardağı — Tatlı için,6,1. Şeker ve suyu 10 dakika kaynatıp şerbet hazırlayın. || 2. Kadayıfı tereyağıyla harmanlayıp tepsiye bastırın. || 3. Peyniri yayıp kalan kadayıfla kapatın. || 4. 180°C fırında 30-35 dakika pişirin.,4,"GLUTEN,SUT,KUSUYEMIS","misafir-sofrasi,vejetaryen",Şerbeti sıcak tatlıya ılık dökün; kadayıf çıtırlığını korur.,Antep fıstığıyla sıcak servis edin.
kunefe,Künefe,"Tel kadayıf arasına peynir konularak tereyağında pişirilen, şerbetli sıcak tatlı.",TATLI,tr,MEDIUM,15,20,35,4,450,Tel kadayıf 250 gr — Künefe için | Künefe peyniri 200 gr — Künefe için | Tereyağı (eritilmiş) 100 gr — Künefe için | Şeker 2 su bardağı — Şerbet için | Su 1.5 su bardağı — Şerbet için | Limon suyu 1 tatlı kaşığı — Şerbet için | Antep fıstığı 2 yemek kaşığı — Künefe için,7,"1. Şerbeti hazırlayın: şeker ve suyu kaynatın, limon ekleyin, soğumaya bırakın. || 2. Tel kadayıfı ince ince didikleyin, eritilmiş tereyağı ile karıştırın. || 3. Yarısını tepsiye basın, peyniri yayın, kalan kadayıfı üstüne koyun. || 4. Orta ateşte her iki tarafını kızartın. || 5. Soğuk şerbeti sıcak künefeye gezdirin. Fıstık serpin.",5,"GLUTEN,SUT,KUSUYEMIS","misafir-sofrasi,vejetaryen",Peyniri tuzdan arındırmak için bir gece suda bekletin.,Antep fıstığı ile sıcak servis edin.
kung-pao-tavuk,Kung Pao Tavuk,"Sichuan tarzı tavuk, yer fıstığı ve kurutulmuş biberle tatlı-acı dengeli wok yemeği olur.",YEMEK,cn,MEDIUM,20,15,35,4,430,Tavuk göğsü 600 gr | Yer fıstığı 0.5 su bardağı | Soya sosu 3 yemek kaşığı | Kuru acı biber 6 adet | Susam yağı 1 yemek kaşığı,5,1. Tavuğu küp doğrayıp soya sosuyla karıştırın. || 2. Tavuğu wokta 6 dakika pişirin. || 3. Biber ve yer fıstığını ekleyip 4 dakika çevirin.,3,"SOYA,YER_FISTIGI,SUSAM",yuksek-protein,Tavuğu küçük küp kesin; wokta yüksek ateşte kısa sürede pişer.,Pirinç ve taze soğanla servis edin.
kursun-asi,Kurşun Aşı,"Kurşun aşı, nohut ve minik köfteleri sebzeli suda bir araya getiren İç Anadolu tencere yemeklerinden biridir.",CORBA,tr,MEDIUM,25,35,60,6,238,Dana kıyma 200 gr | İnce bulgur 0.5 su bardağı | Haşlanmış nohut 1 su bardağı | Havuç 1 adet | Tuz 1 çay kaşığı | Limon 1 adet,6,1. Kıyma ve bulgurla küçük köfteler hazırlayın. || 2. Nohut ve havucu 20 dakika sıcak suda pişirin. || 3. Köfteleri ve tuzu ekleyip 12 dakika daha kaynatın ve limonla servis edin.,3,GLUTEN,kis-tarifi,Köfteleri çok büyük tutmayın; çorba içinde eşit pişerler.,Yanına limon dilimleri koyarak sıcak servis edin.
kuru-bakla-yemegi,Kuru Bakla Yemeği,"Kuru bakla yemeği, sarımsak ve zeytinyağıyla ağır ağır pişen eski usul bir sofralık tencere işidir.",YEMEK,tr,MEDIUM,15,55,70,5,240,Kuru bakla 400 gr | Sarımsak 4 diş | Domates salçası 1 yemek kaşığı | Zeytinyağı 3 yemek kaşığı,4,1. Baklayı bir gece suda bekletin. || 2. Salçayı yağda açıp bakla ve sarımsağı ekleyin. || 3. Yemeği 45 dakika pişirip dinlendirin.,3,,"vegan,butce-dostu,vejetaryen",Baklayı bir gece bekletmek kabuğun sert kalmasını önler.,Yanında soğan salatası ve limonla servis edin.
kuru-borulce-yemegi,Kuru Börülce Yemeği,Kuru börülcenin soğan ve salçayla piştiği proteinli baklagil yemeği.,YEMEK,tr,EASY,15,45,60,4,320,Kuru börülce 2 su bardağı | Soğan 1 adet | Domates salçası 1 yemek kaşığı | Zeytinyağı 3 yemek kaşığı | Sıcak su 4 su bardağı | Tuz 1 tatlı kaşığı | Kimyon 0.5 çay kaşığı,7,"1. Börülceyi bir gece ıslatıp süzün. || 2. Soğan ve salçayı zeytinyağında 5 dakika kavurun. || 3. Börülce, sıcak su, tuz ve kimyonu ekleyip 40-45 dakika pişirin.",3,,"vegan,tek-tencere,butce-dostu,vejetaryen",Börülceyi bir gece ıslatın; kabukları çatlamadan daha kısa sürede pişer.,"Limon, turşu ve pilavla servis edin."
kuru-dolma,Kuru Dolma,"Güneydoğu'nun kuru patlıcan ve biber dolması, sumak ekşisiyle kış sofralarına yoğun tat verir.",YEMEK,tr,HARD,45,60,105,6,300,Kuru patlıcan 15 adet | Kuru biber 15 adet | Pirinç 1.5 su bardağı | Soğan 2 adet | Domates salçası 2 yemek kaşığı | Sumak ekşisi 3 yemek kaşığı,6,"1. Kuru sebzeleri 10 dakika haşlayın. || 2. Pirinç, soğan, salça ve baharatı karıştırın. || 3. Sebzeleri harçla doldurup tencereye dizin. || 4. Sumak ekşili suyla 50-60 dakika pişirin.",4,,"vegan,misafir-sofrasi,vejetaryen",Kuru sebzeleri haşladıktan sonra soğuk sudan geçirin; doldururken yırtılmaz.,Sarımsaklı yoğurtla servis edin.
kuru-domatesli-beyaz-fasulye-dip,Kuru Domatesli Beyaz Fasulye Dip,"Beyaz fasulye ve kuru domatesle hazırlanan bu dip, humustan farklı ama aynı kadar sürülebilir ve tok bir tabak sunar.",SOS,me,EASY,10,0,10,6,105,Haşlanmış beyaz fasulye 300 gr | Kuru domates 70 gr | Limon suyu 1 yemek kaşığı | Zeytinyağı 2 yemek kaşığı,4,1. Fasulye ve kuru domatesi robota alın. || 2. Limon suyu ve zeytinyağı ekleyip çekin. || 3. Kıvamını ayarlayıp soğuk servis edin.,3,,"vegan,30-dakika-alti,vejetaryen",Kuru domates çok tuzluysa kısa süre suda bekletip kullanın; dip dengelenir.,Lavaş cipsi veya çiğ sebzelerle servis edin.
kuru-domatesli-omlet,Kuru Domatesli Omlet,"Kuru domatesli omlet, tuzlu ve yoğun domates tadını yumurtayla kısa sürede kahvaltıya taşır.",KAHVALTI,tr,EASY,8,7,15,2,240,Yumurta 4 adet | Kuru domates 60 gr | Süt 2 yemek kaşığı | Zeytinyağı 1 tatlı kaşığı,4,1. Kuru domatesi ince doğrayın. || 2. Yumurtayı sütle çırpıp tavaya alın. || 3. Domatesi ekleyip omleti kısık ateşte pişirin.,3,"YUMURTA,SUT","30-dakika-alti,vejetaryen",Kuru domatesi fazla yağlıysa kağıt havluya alın; omlet ağırlaşmaz.,Üzerine taze kekik serpip servis edin.
kuru-erikli-komposto,Kuru Erikli Komposto,"Kuru erik ve tarçınla hazırlanan komposto, yemek sonrası serin ve hafif bir bardak sunar.",ICECEK,tr,EASY,5,20,25,6,70,Kuru erik 250 gr | Su 1.5 litre | Şeker 90 gr | Tarçın çubuğu 1 adet,4,"1. Su, şeker ve tarçını tencereye alın. || 2. Kaynamaya başlayınca erikleri ekleyin. || 3. 15 dakika pişirip soğumaya bırakın.",3,,"alkolsuz,30-dakika-alti,vejetaryen,vegan",Meyveyi fazla kaynatmayın; komposto bulanıklaşır ve erik dağılır.,Buzdolabında 3 saat soğutup içine birkaç tane erik bırakılmış bardaklarda servis edin.
kuru-fasulye,Kuru Fasulye,"Türk mutfağının efsanesi, pilav ile mükemmel uyum.",YEMEK,tr,MEDIUM,15,60,75,6,280,Kuru fasulye 2 su bardağı | Soğan 1 adet | Domates salçası 2 yemek kaşığı | Biber salçası 1 yemek kaşığı | Sıvı yağ 3 yemek kaşığı | Sıcak su 4 su bardağı | Tuz | Karabiber | Pul biber,9,1. Fasulyeleri bir gece suda bekletin. Ertesi gün süzün. || 2. Soğanı yağda kavurun. Salçaları ekleyin. || 3. Fasulyeleri ve sıcak suyu ekleyin. Kısık ateşte pişirin. || 4. Yumuşayınca tuz ve baharatları ekleyin.,4,,"butce-dostu,yuksek-protein,kis-tarifi,vejetaryen,vegan",Fasulyeleri bir gece önceden ıslatın.,
kusburnu-cayi,Kuşburnu Çayı,"Kuşburnu çayı, hafif ekşi ve meyvemsi tadıyla kış aylarında sade içilen parlak renkli bir demdir.",ICECEK,tr,EASY,5,15,20,3,28,Kuru kuşburnu 3 yemek kaşığı | Su 750 ml | Limon 1 adet,3,1. Kuşburnunu suyla tencereye alın. || 2. Çayı 12 dakika kısık ateşte kaynatın. || 3. Süzüp limonla sıcak servis edin.,3,,"alkolsuz,kis-tarifi,dusuk-kalorili,vejetaryen,vegan","Kuşburnunu ezmeden kaynatmak, çayın daha temiz süzülmesini sağlar.",Yanına limon dilimleri koyarak sıcak servis edin.
kuymak,Kuymak,"Mısır unu, tereyağı ve peynirle yapılan uzayan kıvamlı Karadeniz kahvaltılığı.",KAHVALTI,tr,MEDIUM,5,15,20,3,430,Mısır unu 4 yemek kaşığı | Tereyağı 3 yemek kaşığı | Kolot peyniri 200 gr | Su 1.5 su bardağı | Tuz 0.5 çay kaşığı,5,1. Tereyağını tavada eritip mısır ununu 3 dakika kavurun. || 2. Suyu ve tuzu ekleyip 5 dakika karıştırarak pişirin. || 3. Peyniri ekleyip uzayan kıvam alana kadar 5-6 dakika pişirin.,3,SUT,"vejetaryen,30-dakika-alti",Peyniri ekledikten sonra kısık ateşte karıştırın; yağ yüzeye çıkınca kıvam hazırdır.,Mısır ekmeği ve sıcak çayla servis edin.
kuzu-koftesi,Kuzu Köftesi,"Kuzu kıyma, soğan ve baharatla hazırlanan ızgara köfte.",YEMEK,tr,EASY,20,15,35,4,420,Kuzu kıyma 600 gr | Soğan 1 adet | Sarımsak 2 diş | Kimyon 1 çay kaşığı | Kişniş 0.5 çay kaşığı | Tuz 1 tatlı kaşığı,6,"1. Kuzu kıyma, rendelenmiş soğan, sarımsak ve baharatları 8 dakika yoğurun. || 2. Harçtan yassı köfteler yapıp 20 dakika soğutun. || 3. Köfteleri ızgarada her yüzü 6-7 dakika pişirin.",3,,yuksek-protein,Harç buzdolabında 20 dakika dinlenirse köfteler ızgarada formunu korur.,Piyaz ve közlenmiş domatesle servis edin.
kuzu-tagine,Kuzu Tagine,"Fas çarşılarının baharatlı tenceresi; kuzu eti kayısı, badem ve tarçınla ağır ağır yumuşar.",YEMEK,ma,MEDIUM,20,100,120,4,510,Kuzu kuşbaşı 700 gr | Kuru kayısı 120 gr | Badem 70 gr | Tarçın 1 çubuk | Soğan 2 adet,5,1. Kuzu etini soğanla 8 dakika kavurun. || 2. Tarçın ve 400 ml su ekleyip 75 dakika pişirin. || 3. Kayısı ve bademi ekleyip 25 dakika daha pişirin.,3,KUSUYEMIS,misafir-sofrasi,Kuru kayısıyı son 25 dakikada ekleyin; sosu tatlandırır ama dağılmaz.,Kuskus veya sade pilavla servis edin.
kuzu-tandir,Kuzu Tandır,Kuzu kolun düşük ısıda uzun süre pişerek lokum gibi yumuşadığı geleneksel yemek.,YEMEK,tr,HARD,20,180,200,6,560,Kuzu kol 1.5 kg | Zeytinyağı 4 yemek kaşığı | Sarımsak 6 diş | Biberiye 2 dal | Tuz 1.5 tatlı kaşığı | Karabiber 1 çay kaşığı | Su 1 su bardağı,7,"1. Kuzu kolu zeytinyağı, ezilmiş sarımsak, tuz ve karabiberle ovalayın. || 2. Eti fırın kabına alın, su ve biberiyeyi ekleyip üzerini sıkı kapatın. || 3. 160°C fırında 3 saat pişirin.",3,,"misafir-sofrasi,yuksek-protein,firinda",Eti yağlı kağıt ve folyo ile sıkı kapatın; düşük ısıda kendi suyuyla pişer.,İç pilav ve közlenmiş biberle servis edin.
kvass,Kvass,"Rus kvass içeceği çavdar ekmeğiyle mayalanır, hafif ekşi ve serinletici bir tat verir.",ICECEK,tr,MEDIUM,20,1420,1440,6,70,Çavdar ekmeği 300 gr | Şeker 120 gr | Maya 3 gr | Su 2 litre,4,"1. Ekmekleri fırında 10 dakika kızartın. || 2. Ekmek, şeker ve suyu kavanoza alın. || 3. Maya ekleyip 24 saat oda sıcaklığında bekletin.",3,GLUTEN,"yaz-tarifi,vejetaryen,vegan",,
lablabi,Lablabi,"Lablabi, nohut ve kimyonlu suyun ekmek parçalarıyla birleştiği sıcak ve doyurucu Tunus sokak çorbasıdır.",CORBA,ma,EASY,10,20,30,4,244,Haşlanmış nohut 2 su bardağı | Sarımsak 2 diş | Kimyon 1 tatlı kaşığı | Bayat ekmek 4 dilim | Limon suyu 2 yemek kaşığı,5,"1. Nohut, sarımsak ve kimyonu 12 dakika kaynatın. || 2. Ekmek parçalarını kaselere yerleştirin. || 3. Sıcak nohudu ekmeğin üstüne döküp limon suyuyla servis edin.",3,GLUTEN,"vegan,tek-tencere,vejetaryen",Ekmek parçalarını tamamen eritmeden bırakmak çorbanın karakterini korur.,Üzerine limon suyu gezdirerek sıcak servis edin.
labneh,Labneh,Levant kahvaltılarında zeytinyağı çukuru açılan süzme yoğurt peyniri; zaatar ve ekmekle yenir.,SOS,me,EASY,10,0,10,6,120,Süzme yoğurt 700 gr | Tuz 1 çay kaşığı | Zeytinyağı 3 yemek kaşığı | Zaatar 1 tatlı kaşığı | Pide ekmeği 1 adet,5,1. Süzme yoğurdu tuzla karıştırın. || 2. Tülbentte 12 saat buzdolabında süzün. || 3. Tabağa yayıp zeytinyağı ve zaatarla servis edin.,3,"SUT,GLUTEN,SUSAM","vejetaryen,pratik",Yoğurdu tülbentte en az 12 saat süzün; kaşık izi tutan koyu kıvam oluşur.,"Zeytinyağı, zaatar ve pide ekmeğiyle sunun."
labneli-somonlu-bagel,Labneli Somonlu Bagel,"Bagel ekmeği, labne ve füme somonla hazırlanan pratik kahvaltı sandviçi.",KAHVALTI,tr,EASY,10,2,12,2,430,Bagel 2 adet | Labne 150 gr | Füme somon 120 gr | Kapari 1 yemek kaşığı | Dereotu 0.25 demet | Limon suyu 1 tatlı kaşığı,6,1. Bagelleri ortadan kesip 2 dakika kızartın. || 2. Labneyi limon suyu ve dereotuyla karıştırın. || 3. Bagellere labne sürüp somon ve kapari yerleştirin.,3,"GLUTEN,SUT,DENIZ_URUNLERI","pratik,yuksek-protein",Bageli hafif kızartın; labne ekmeği ıslatmadan üzerinde kalır.,Kapari ve dereotuyla servis edin.
lahmacun,Lahmacun,İnce hamurun üzerine baharatlı kıyma harcı sürülerek fırında pişirilen Türk pizzası.,YEMEK,tr,MEDIUM,30,15,45,6,230,Un 3 su bardağı — Hamur için | Su 1 su bardağı — Hamur için | Maya 1 tatlı kaşığı — Hamur için | Kıyma 300 gr — Harç için | Soğan 2 adet — Harç için | Domates 2 adet — Harç için | Biber salçası 2 yemek kaşığı — Harç için | Maydanoz 1 demet — Harç için | Pul biber 0.5 çay kaşığı — Harç için | Tuz 1 çay kaşığı — Harç için,10,"1. Un, su, maya ve tuzu yoğurup hamur yapın. 30 dk dinlendirin. || 2. Kıyma, ince doğranmış soğan, domates, salça, maydanoz ve baharatları karıştırarak harç hazırlayın. || 3. Hamuru bezlere ayırın, çok ince açın. || 4. Harcı ince bir tabaka halinde sürün. || 5. 250°C fırında 8-10 dakika pişirin.",5,GLUTEN,cocuk-dostu,"Hamuru çok ince açın, kağıt gibi olmalı.","Maydanoz, limon ve ayran ile servis edin."
langos,Langos,"Macar langos kızarmış mayalı hamurun üzerine sarımsaklı yağ, ekşi krema ve peynir alır.",APERATIF,hu,MEDIUM,45,15,60,6,390,Un 500 gr | Maya 7 gr | Ekşi krema 200 gr | Kaşar peyniri 150 gr,4,"1. Un, maya ve suyla hamur yoğurup 35 dakika mayalandırın. || 2. Hamuru parçalara ayırıp açın. || 3. Kızgın yağda 3-4 dakika kızartıp krema ve peynirle servis edin.",3,"GLUTEN,SUT",vejetaryen,,
larb-gai,Larb Gai,"Isaan sofralarından lime, nane ve kavrulmuş pirinç kokulu keskin tavuk salatası.",SALATA,th,EASY,15,10,25,4,280,Tavuk kıyma 500 gr | Lime suyu 3 yemek kaşığı | Kavrulmuş pirinç 2 yemek kaşığı | Nane 1 demet | Kırmızı soğan 1 adet,5,"1. Tavuk kıymayı tavada 8 dakika pişirin. || 2. Lime suyu, kırmızı soğan, nane ve kavrulmuş pirinci ekleyin. || 3. Karışımı 5 dakika dinlendirip marul yapraklarıyla sunun.",3,,"30-dakika-alti,yuksek-protein",Kavrulmuş pirinci havanda iri toz yapın; salataya çıtır bir doku verir.,Marul yaprakları ve salatalıkla servis edin.
