slug,title,description,type,cuisine,difficulty,prep_minutes,cook_minutes,total_minutes,serving_count,average_calories,ingredients,ingredient_count,steps,step_count,allergens,tags,tipNote,servingSuggestion
dana-stroganoff,Dana Stroganoff,"İnce dana eti, mantar ve kremalı sosla hazırlanan klasik Rus yemeği.",YEMEK,ru,MEDIUM,20,25,45,4,470,Dana bonfile 600 gr | Mantar 300 gr | Soğan 1 adet | Krema 200 ml | Hardal 1 tatlı kaşığı | Et suyu 0.5 su bardağı | Tereyağı 2 yemek kaşığı,7,"1. İnce doğranmış dana etini yüksek ateşte 4 dakika mühürleyin. || 2. Mantar ve soğanı aynı tavada 6 dakika soteleyin. || 3. Et, krema, hardal ve et suyunu ekleyip 10 dakika pişirin.",3,"SUT,HARDAL","misafir-sofrasi,yuksek-protein",Eti tavaya kalabalık koymayın; yüksek ateşte mühürlenirse suyunu bırakmaz.,Tereyağlı erişte veya pilavla servis edin.
dark-and-stormy,Dark and Stormy,Bermuda çıkışlı koyu rom ve zencefil birası içimi; lime keskinliği bardağı açar.,KOKTEYL,tr,EASY,4,0,4,1,170,Koyu rom 50 ml | Zencefil birası 120 ml | Lime suyu 15 ml | Buz 1 su bardağı,4,1. Buz dolu bardağa zencefil birası ve lime suyunu koyun. || 2. Koyu romu üstten dökün. || 3. Tek tur karıştırıp servis edin.,3,,"vejetaryen,alkollu,30-dakika-alti,yaz-tarifi,vegan",Romu en son üstten dökün; koyu renk bardağın üstünde dalgalanır.,Lime dilimiyle servis edin.
demirhindi-serbeti,Demirhindi Şerbeti,"Demirhindi, tarçın ve karanfille kaynatılan ferah geleneksel şerbet.",ICECEK,tr,EASY,10,25,35,8,85,Demirhindi 200 gr | Su 2 litre | Şeker 1 su bardağı | Tarçın çubuğu 1 adet | Karanfil 5 adet | Limon suyu 2 yemek kaşığı,6,"1. Demirhindiyi 1 litre ılık suda 30 dakika bekletin. || 2. Kalan su, şeker, tarçın ve karanfili ekleyip 20-25 dakika kaynatın. || 3. Şerbeti süzüp limon suyunu ekleyin ve buzdolabında soğutun.",3,,alkolsuz,Demirhindiyi kaynatmadan önce ılık suda bekletin; posası suya daha kolay geçer.,Bol buz ve taze nane ile servis edin.
deniz-borulcesi-salatasi,Deniz Börülcesi Salatası,"Ayvalık sofralarının deniz börülcesi sarımsak, limon ve zeytinyağıyla tuzlu ferah bir salata olur.",SALATA,tr,EASY,20,8,28,4,110,Deniz börülcesi 500 gr | Sarımsak 2 diş | Zeytinyağı 4 yemek kaşığı | Limon suyu 2 yemek kaşığı,4,"1. Deniz börülcesini 8 dakika haşlayın. || 2. Kılçıklı saplarından ayırın. || 3. Sarımsak, zeytinyağı ve limonla harmanlayın.",3,,"vegan,30-dakika-alti,vejetaryen",,
deniz-mahsullu-paella,Deniz Mahsullü Paella,"Valencia esintili bu paella, safranlı pirinçle karides ve midyeyi geniş tavada buluşturur.",YEMEK,es,HARD,30,40,70,6,560,Paella pirinci 2 su bardağı | Karides 300 gr | Midye içi 250 gr | Balık suyu 5 su bardağı | Safran 0.25 çay kaşığı | Kırmızı biber 1 adet,6,"1. Biberi tavada 5 dakika soteleyin. || 2. Pirinç, safran ve balık suyunu ekleyin. || 3. Deniz ürünlerini üzerine yerleştirip 25 dakika pişirin. || 4. Ocağı kapatıp paellayı 8 dakika dinlendirin.",4,DENIZ_URUNLERI,misafir-sofrasi,Pirinç eklendikten sonra karıştırmayın; tavada kızaran taban paellanın karakteridir.,Limon dilimleriyle sofraya getirin.
deniz-yosunu-cipsi,Deniz Yosunu Cipsi,"Kore market raflarını andıran ince yosun yaprakları, susam yağıyla fırında çıtırlaşır.",ATISTIRMALIK,kr,EASY,5,6,11,4,35,Nori yaprağı 8 adet | Susam yağı 1 yemek kaşığı | Tuz 1 çay kaşığı | Susam 1 tatlı kaşığı,4,1. Nori yapraklarını yağlayıp tuzlayın. || 2. 150°C fırında 6 dakika pişirin. || 3. Susam serpip kırarak servis edin.,3,SUSAM,"vegan,30-dakika-alti,vejetaryen",Yosun yapraklarını tek kat pişirin; üst üste gelen yerler yumuşak kalır.,Pirinç kaseleri yanında servis edin.
denizli-tandir-kebabi,Denizli Tandır Kebabı,"Denizli tandırlarında kuzu eti kendi yağıyla uzun pişer, sade pide üstünde servis edilir.",YEMEK,tr,HARD,20,180,200,6,560,Kuzu kol 1.5 kg | Tuz 1 tatlı kaşığı | Karabiber 1 çay kaşığı | Pide 3 adet,4,1. Kuzu kolu tuz ve karabiberle ovun. || 2. Kapalı fırın kabında 160°C fırında 3 saat pişirin. || 3. Eti didikleyip pide üzerinde servis edin.,3,GLUTEN,"misafir-sofrasi,yuksek-protein",Eti düşük ısıda kapalı pişirin; lifler çatal değince ayrılacak hale gelir.,Pide ve sumaklı soğanla servis edin.
dereotlu-kur-somon,Dereotlu Kür Somon,"İskandinav dereotlu kür somon, tuz, şeker ve dereotuyla soğuk servis edilen zarif bir balık tabağıdır.",APERATIF,se,MEDIUM,20,1420,1440,6,220,Somon fileto 700 gr | Tuz 60 gr — Kür için | Şeker 40 gr — Kür için | Dereotu 1 demet — Kür için,4,"1. Somonu tuz, şeker ve dereotuyla kaplayın. || 2. Somonu buzdolabında 24 saat dinlendirin. || 3. Kür fazlasını silip somonu ince dilimleyin.",3,DENIZ_URUNLERI,"yuksek-protein,misafir-sofrasi",Somonu 24 saat sonra çevirin; kür karışımı iki yüzeye eşit işler.,"Çavdar ekmeği, dereotlu hardal sosu ve limonla servis edin."
dereotlu-olivier-salatasi,Dereotlu Olivier Salatası,"Patates, bezelye ve kornişonla kurulan Olivier, Rus sofralarında hem kutlama hem günlük masa salatası olarak yer bulur.",SALATA,ru,EASY,20,20,40,6,250,Patates 400 gr | Havuç 2 adet | Bezelye 150 gr | Mayonez 5 yemek kaşığı,4,1. Patates ve havucu küp doğrayıp haşlayın. || 2. Bezelye ve turşuyla karıştırın. || 3. Mayonezle harmanlayıp soğutun.,3,YUMURTA,"misafir-sofrasi,vejetaryen",Patatesi fazla haşlamayın; küpler karışımda püreye dönmemeli.,Soğuk servis edip üstüne dereotu serpin.
deviled-eggs,Deviled Eggs,"Amerikan pikniklerinin klasik yumurta tabağı, hardallı sarı dolgusuyla tek lokmalık ve düzenli görünür.",APERATIF,us,EASY,15,10,25,6,175,Yumurta 6 adet | Mayonez 3 yemek kaşığı | Hardal 1 tatlı kaşığı | Paprika 1 çimdik,4,1. Yumurtaları 10 dakika haşlayın ve soğutun. || 2. İkiye kesip sarılarını mayonez ve hardalla ezin. || 3. Dolguyu yumurta beyazlarına geri sıkıp paprika serpin.,3,"YUMURTA,HARDAL","pratik,misafir-sofrasi,vejetaryen",Yumurtaları kaynar sudan çıkarır çıkarmaz soğuk suya alırsanız sarı çevresi kararmadan kalır.,Üstüne paprika serperek servis tabağına dizin.
dibek-kahvesi,Dibek Kahvesi,"Dibek kahvesi, ince çekimi ve sütlü yumuşak içimiyle klasik Türk kahvesine daha yuvarlak bir alternatif sunar.",ICECEK,tr,EASY,4,4,8,2,98,Dibek kahvesi 2 tatlı kaşığı | Süt 150 ml | Su 120 ml | Şeker 1 tatlı kaşığı,4,1. Tüm malzemeyi cezveye alın. || 2. Kahveyi kabarmaya yaklaşana kadar ısıtın. || 3. Fincanlara paylaştırıp bekletmeden servis edin.,3,SUT,"alkolsuz,kis-tarifi,vejetaryen",Köpüğü almak için fincanlara ilk kabaran katmandan pay verin.,Yanına küçük süt köpüğü bırakıp sıcak servis edin.
diyarbakir-lebeniyesi,Diyarbakır Lebeniyesi,"Diyarbakır sofralarında yoğurt, nohut ve küçük köftelerle hazırlanan doyurucu ekşili çorba.",CORBA,tr,MEDIUM,30,35,65,6,320,Yoğurt 600 gr | Nohut 1 su bardağı | Dana kıyma 250 gr | İnce bulgur 0.5 su bardağı | Yumurta 1 adet,5,"1. Kıyma ve bulgurla küçük köfteler hazırlayın. || 2. Nohut ve köfteleri 25 dakika haşlayın. || 3. Yoğurt ve yumurtayı çırpıp çorbaya ekleyin, 10 dakika pişirin.",3,"SUT,GLUTEN,YUMURTA",kis-tarifi,Yoğurdu çorbaya eklemeden önce sıcak suyla ılıtın; kesilmeden kıvam alır.,Naneli tereyağıyla sıcak servis edin.
diyarbakir-meftune,Diyarbakır Meftune,"Diyarbakır meftunesi, kuzu eti, patlıcan ve sumak suyuyla ekşi dengeli bir Güneydoğu tenceresidir.",YEMEK,tr,MEDIUM,30,70,100,6,420,Kuzu kuşbaşı 800 gr | Patlıcan 4 adet | Domates 3 adet | Sumak 3 yemek kaşığı,4,"1. Sumakları sıcak suda 15 dakika bekletip süzün. || 2. Kuzu etini 40 dakika pişirin. || 3. Patlıcan, domates ve sumak suyuyla 30 dakika daha pişirin.",3,,"tek-tencere,misafir-sofrasi",Sumak suyunu süzerek ekleyin; tortu tencerede acı tat bırakır.,Sade pirinç pilavı ve cacıkla servis edin.
dobos-torte,Dobos Torte,"Macar Dobos pastası ince pandispanya katları, çikolatalı krema ve karamelli üst katıyla tanınır.",TATLI,hu,HARD,70,35,105,10,450,Yumurta 6 adet | Un 150 gr | Tereyağı 250 gr | Bitter çikolata 200 gr | Şeker 250 gr,5,"1. Yumurta, şeker ve unla ince pandispanya katları pişirin. || 2. Tereyağı ve çikolatayla krema hazırlayın. || 3. Katları kremayla birleştirip karamelli üst katla tamamlayın.",3,"GLUTEN,SUT,YUMURTA","misafir-sofrasi,vejetaryen",,
doenjang-jjigae,Doenjang Jjigae,"Kore soya ezmesinin fermente derinliğini kabak, mantar ve tofu ile taşıyan günlük güveç.",CORBA,kr,EASY,10,20,30,4,210,Doenjang 3 yemek kaşığı | Tofu 300 gr | Kabak 1 adet | Mantar 200 gr | Yeşil soğan 3 dal,5,1. 800 ml suda doenjangı çırpıp kaynatın. || 2. Kabak ve mantarı ekleyip 12 dakika pişirin. || 3. Tofu ve yeşil soğanı ekleyip 3 dakika daha kaynatın.,3,SOYA,"30-dakika-alti,vejetaryen,vegan",Doenjangı kaynar suya ezerek ekleyin; topak kalmaması çorbanın dokusunu düzeltir.,Pilav ve taze soğanla sıcak servis edin.
domates-corbasi,Domates Çorbası,"Rendelenmiş domates, un ve sütle hazırlanan pürüzsüz klasik çorba.",CORBA,tr,EASY,10,20,30,4,150,Domates 5 adet | Domates salçası 1 yemek kaşığı | Un 2 yemek kaşığı | Tereyağı 1 yemek kaşığı | Süt 1 su bardağı | Su 3 su bardağı | Tuz 1 çay kaşığı | Karabiber 0.5 çay kaşığı,8,"1. Tereyağını eritip unu 3 dakika kavurun. || 2. Salçayı ekleyin ve 1 dakika karıştırın. || 3. Rendelenmiş domatesleri ekleyip 5 dakika pişirin. || 4. Su, süt, tuz ve karabiberi ekleyip 12-15 dakika kaynatın. || 5. Çorbayı blenderdan geçirip sıcak servis edin.",5,"GLUTEN,SUT","vejetaryen,30-dakika-alti,cocuk-dostu",Unu kokusu çıkana kadar kavurun; çorbanın çiğ un tadı kalmaz.,Üzerine rendelenmiş kaşar peyniri ekleyin.
domatesli-makarna,Domatesli Makarna,Taze domates sosu ve fesleğenle hazırlanan sade makarna.,YEMEK,tr,EASY,10,20,30,4,390,Spagetti 400 gr | Domates 5 adet | Sarımsak 2 diş | Zeytinyağı 3 yemek kaşığı | Fesleğen 8 yaprak | Parmesan peyniri 0.5 su bardağı | Tuz 1 yemek kaşığı,7,1. Makarnayı tuzlu suda 9-10 dakika haşlayın. || 2. Domates ve sarımsağı zeytinyağında 12 dakika pişirin. || 3. Makarnayı sosla karıştırıp parmesan ekleyin.,3,"GLUTEN,SUT","vejetaryen,30-dakika-alti",Makarnayı sosun içinde 1 dakika çevirin; sos yüzeye daha iyi tutunur.,Parmesan ve fesleğenle servis edin.
dorayaki,Dorayaki,Japon dorayaki iki yumuşak pankek arasına tatlı fasulye ezmesi alır.,TATLI,jp,MEDIUM,20,20,40,6,250,Un 180 gr | Yumurta 2 adet | Bal 2 yemek kaşığı | Tatlı kırmızı fasulye ezmesi 250 gr,4,"1. Un, yumurta ve balla pankek hamuru hazırlayın. || 2. Küçük pankekleri tavada pişirin. || 3. İki pankek arasına fasulye ezmesi sürün.",3,"GLUTEN,YUMURTA",vejetaryen,,
douhua,Douhua,"İpeksi tofu pudingi douhua, hafif şekerli şurup ve zencefille sade ama rafine bir tatlı sunar.",TATLI,cn,EASY,10,10,20,4,180,İpek tofu 400 gr | Esmer şeker 4 yemek kaşığı | Su 1 su bardağı | Taze zencefil 4 dilim,4,"1. Şeker, su ve zencefili 8 dakika kaynatın. || 2. Tofuyu servis kaselerine dikkatlice paylaştırın. || 3. Sıcak şurubu üstüne döküp servis edin.",3,SOYA,"vejetaryen,vegan",Tofuyu karıştırmadan ılık şurubu üstüne dökün; pürüzsüz yüzeyi korunur.,Küçük kaselerde sıcak ya da ılık servis edin.
duck-confit,Duck Confit,"Güneybatı Fransa'nın ördek budu, kendi yağında düşük ısıda pişerek etinden ayrılan bir klasiktir.",YEMEK,fr,HARD,20,180,200,4,520,Ördek budu 4 adet | Ördek yağı 700 gr | Tuz 2 tatlı kaşığı | Biberiye 4 dal | Sarımsak 4 diş,5,1. Ördek butlarını tuz ve biberiyeyle 30 dakika dinlendirin. || 2. Butları ördek yağına gömüp 120°C fırında 3 saat pişirin. || 3. Servis öncesi derisini tavada 5 dakika kızartın.,3,,"misafir-sofrasi,yuksek-protein",Ördek butlarını düşük ısıda pişirin; yüksek ısı yağın eti sertleştirmesine yol açar.,Fırın patates ve yeşil salatayla servis edin.
dugun-corbasi,Düğün Çorbası,Didiklenmiş kuzu eti ve yoğurtlu terbiye ile hazırlanan geleneksel etli çorba.,CORBA,tr,MEDIUM,20,60,80,6,260,Kuzu gerdan 500 gr | Su 6 su bardağı | Yoğurt 1 su bardağı — Terbiye için | Yumurta sarısı 1 adet — Terbiye için | Un 2 yemek kaşığı — Terbiye için | Limon suyu 1 yemek kaşığı — Terbiye için | Tereyağı 1 yemek kaşığı | Pul biber 1 çay kaşığı | Tuz 1.5 çay kaşığı,9,"1. Kuzu gerdanı suyla birlikte 50 dakika haşlayın. || 2. Eti tencereden alın, didikleyin ve et suyunu süzün. || 3. Yoğurt, yumurta sarısı, un ve limon suyunu pürüzsüz olana kadar çırpın. || 4. Terbiyeye 1 kepçe sıcak et suyu ekleyip karıştırın, sonra tencereye dökün. || 5. Didiklenmiş eti ve tuzu ekleyip 10 dakika kısık ateşte pişirin. || 6. Tereyağında pul biberi 30 saniye kızdırıp çorbanın üzerine gezdirin.",6,"SUT,YUMURTA,GLUTEN","misafir-sofrasi,kis-tarifi,yuksek-protein",Terbiyeyi çorbaya eklemeden önce sıcak et suyuyla ılıtın; yoğurt kesilmez.,Üzerine tereyağlı pul biber gezdirin.
edamame,Edamame,Kabuklu soya fasulyesinin tuzlu suda haşlandığı sade Japon atıştırmalığı.,APERATIF,jp,EASY,5,6,11,4,190,Kabuklu edamame 500 gr | Su 1.5 litre | Tuz 1 yemek kaşığı | Limon 0.5 adet,4,1. Suyu tuzla kaynatın. || 2. Edamameleri 5-6 dakika haşlayın. || 3. Süzüp limonla servis edin.,3,SOYA,"vegan,yuksek-protein,vejetaryen",Edamameyi fazla haşlamayın; taneler parlak yeşil ve diri kalmalı.,Deniz tuzu ve limonla servis edin.
edamame-kinoa-salatasi,Edamame Kinoa Salatası,"Edamame kinoa salatası, bitkisel protein ve hafif tahıl tabanını aynı kasede buluşturan güncel bir öğle tabağıdır.",SALATA,jp,EASY,15,15,30,3,248,Kinoa 1 su bardağı | Edamame 1 su bardağı | Salatalık 1 adet | Susam 1 tatlı kaşığı | Limon suyu 1 yemek kaşığı,5,1. Kinoayı 12 dakika haşlayıp soğutun. || 2. Edamame ve doğranmış salatalığı kinoaya ekleyin. || 3. Limon suyu ile karıştırıp susamla servis edin.,3,"SOYA,SUSAM","vegan,yuksek-protein,vejetaryen",Kinoayı tamamen soğutmak salatanın taneli kalmasını sağlar.,Üzerine susam serperek serin servis edin.
edirne-cigeri,Edirne Ciğeri,"Edirne tava ciğeri, ince dana ciğerinin unlanıp kızgın yağda kısa sürede çıtırlaşmasıyla yapılır.",YEMEK,tr,MEDIUM,30,8,38,4,430,Dana ciğeri 600 gr | Un 120 gr | Ayçiçek yağı 500 ml | Kuru acı biber 8 adet,4,1. Ciğeri ince yaprak doğrayıp süzün. || 2. Ciğeri una bulayıp fazla ununu silkeleyin. || 3. Kızgın yağda 2-3 dakika kızartın.,3,GLUTEN,yuksek-protein,"Ciğeri bıçak sırtı kalınlığında doğrayın; kalın kesilirse içi sertleşir, ince kesilirse çıtır olur.",Kızarmış sivri biberler ile servis edin.
ege-otlu-gozleme,Ege Otlu Gözleme,"Ege otlu gözleme, lor, pazı ve taze otları ince hamur arasında sacda pişirir.",KAHVALTI,tr,MEDIUM,40,18,58,4,360,Un 450 gr — Hamur için | Su 240 ml — Hamur için | Lor peyniri 250 gr — İç için | Karışık Ege otu 250 gr — İç için,4,1. Un ve suyla yumuşak hamur yoğurun. || 2. Lor ve otları karıştırıp iç hazırlayın. || 3. Gözlemeleri sacda iki yüzü kızarana kadar pişirin.,3,"GLUTEN,SUT",vejetaryen,Otları tuzla ovalamayın; su salar ve hamuru ıslatır.,Yanında domates ve salatalıkla sıcak servis edin.
egg-coffee,Egg Coffee,"Yoğun kahvenin üstüne çırpılmış yumurtalı krema gelince Hanoi kafelerindeki o tatlı, yoğun fincan evde de kurulabilir.",ICECEK,vn,MEDIUM,8,5,13,2,150,Filtre kahve 160 ml | Yumurta sarısı 2 adet | Yoğunlaştırılmış süt 3 yemek kaşığı | Şeker 1 çay kaşığı (opsiyonel),4,1. Kahveyi sıcak hazırlayın. || 2. Yumurta sarısı ve yoğunlaştırılmış sütü 3 dakika çırpın. || 3. Köpüğü kahvenin üstüne döküp hemen servis edin.,3,"YUMURTA,SUT","misafir-sofrasi,30-dakika-alti,vejetaryen",Yumurta sarısını yeterince çırpın; üst katman kahveye oturmalı ama hemen sönmemeli.,Küçük fincanda altı sıcak su dolu kâse içinde servis edin.
egg-drop-soup,Egg Drop Soup,"Çin ev çorbasında çırpılmış yumurta, sıcak tavuk suyuna ince şeritler halinde akar.",CORBA,cn,EASY,10,10,20,4,90,Tavuk suyu 1 litre | Yumurta 3 adet | Mısır nişastası 1 yemek kaşığı | Soya sosu 1 yemek kaşığı,4,1. Tavuk suyunu soya sosuyla kaynatın. || 2. Nişastayı suyla açıp çorbaya ekleyin ve 2 dakika pişirin. || 3. Çırpılmış yumurtayı ince akıtarak karıştırın ve taze soğanla servis edin.,3,"YUMURTA,SOYA","pratik,30-dakika-alti",,
egg-in-a-hole,Egg in a Hole,"Ortası delik ekmekte pişen yumurta, çocukluktan kalma bir Amerikan kahvaltı numarasını hala canlı tutar.",KAHVALTI,us,EASY,5,8,13,2,250,Sandviç ekmeği 4 dilim | Yumurta 4 adet | Tereyağı 1 yemek kaşığı | Karabiber 0.25 çay kaşığı,4,1. Ekmeklerin ortasını küçük kalıpla çıkarın. || 2. Ekmeği tereyağında çevirip ortasına yumurta kırın. || 3. Yumurtayı istediğiniz kıvamda pişirin.,3,"GLUTEN,YUMURTA,SUT","30-dakika-alti,vejetaryen",Ekmek ortasını fazla büyük kesmeyin; yumurta tavaya akıp formu bozmaz.,Taze karabiber ve az tereyağıyla servis edin.
eggs-benedict,Eggs Benedict,"Poşe yumurta, kızarmış ekmek ve hollandez sosla hazırlanan klasik kahvaltı.",KAHVALTI,tr,MEDIUM,20,15,35,2,410,Yumurta 4 adet | İngiliz muffin 2 adet | Tereyağı 120 gr | Yumurta sarısı 2 adet | Limon suyu 1 yemek kaşığı | Sirke 1 yemek kaşığı,6,"1. Tereyağı, yumurta sarısı ve limon suyuyla hollandez sos hazırlayın. || 2. Yumurtaları sirkeli suda 3 dakika poşeleyin. || 3. Kızarmış muffin üzerine yumurta ve sosu yerleştirin.",3,"GLUTEN,SUT,YUMURTA","misafir-sofrasi,yuksek-protein,vejetaryen",Poşe yumurta suyuna sirke ekleyin; beyazlar sarının etrafında toplanır.,Taze frenk soğanı ile servis edin.
ekmek-kadayifi,Ekmek Kadayıfı,"Afyon geleneğinden ekmek kadayıfı, yoğun şerbeti ve kaymakla ağır ama görkemli bir tatlıdır.",TATLI,tr,HARD,30,60,90,10,390,Ekmek kadayıfı 1 adet | Şeker 4 su bardağı — Şerbet için | Su 4 su bardağı — Şerbet için | Limon suyu 1 yemek kaşığı — Şerbet için | Kaymak 250 gr,5,1. Kadayıf ekmeğini sıcak suyla 15 dakika yumuşatın. || 2. Şeker ve suyu 20 dakika kaynatın. || 3. Şerbeti ekmeğin üzerine gezdirip 35 dakika kısık ateşte pişirin. || 4. Soğuyunca kaymakla servis edin.,4,"GLUTEN,SUT","misafir-sofrasi,vejetaryen",Kadayıf ekmeğini şerbetten önce sıcak suyla yumuşatın; şerbeti eşit çeker.,Kaymakla dilimleyerek servis edin.
eksili-dolma,Ekşili Dolma,"Güneydoğu ekşili dolması, sumak suyu ve karışık sebzeyle tencereye canlı bir asit katar.",YEMEK,tr,HARD,55,60,115,6,300,Kuru patlıcan 20 adet | Kuru biber 20 adet | Pirinç 2 su bardağı | Sumak 3 yemek kaşığı,4,1. Kuru sebzeleri 10 dakika haşlayın. || 2. Pirinçli iç hazırlayıp sebzeleri doldurun. || 3. Sumak suyuyla 50 dakika pişirin.,3,,"misafir-sofrasi,vejetaryen,vegan",,
eksili-kofte,Ekşili Köfte,"Terbiyesiz sade versiyonuyla ekşili köfte, pirinçli minik köfteler ve limonlu sebzeli suyuyla pişer.",CORBA,tr,MEDIUM,30,35,65,6,280,Dana kıyma 350 gr | Pirinç 0.25 su bardağı | Un 2 yemek kaşığı | Havuç 1 adet | Patates 1 adet | Limon suyu 3 yemek kaşığı,6,1. Kıyma ve pirinçle küçük köfteler yuvarlayın. || 2. Köfteleri una bulayın. || 3. Sebzeleri suda 15 dakika pişirin. || 4. Köfteleri ve limon suyunu ekleyip 20 dakika pişirin.,4,GLUTEN,kis-tarifi,Köfteleri una hafif bulayın; tencerede birbirine yapışmaz.,Limon ve maydanozla sıcak servis edin.
eksili-ufak-kofte-gaziantep-usulu,Ekşili Ufak Köfte,"Ekşili ufak köfte, minicik bulgurlu köftelerin nohut ve limonlu suda piştiği hafif ekşi bir Antep yemeğidir.",YEMEK,tr,MEDIUM,30,25,55,5,268,Dana kıyma 250 gr | İnce bulgur 0.5 su bardağı | Un 2 yemek kaşığı | Haşlanmış nohut 1 su bardağı | Limon suyu 3 yemek kaşığı | Tuz 1 çay kaşığı | Limon 1 adet,7,"1. Kıyma, bulgur, un ve tuzla minicik köfteler hazırlayın. || 2. Nohut ve 1 litre sıcak suyu tencereye alıp kaynatın. || 3. Köfte ve limon suyunu ekleyip yemeği 15 dakika pişirin ve limonla servis edin.",3,GLUTEN,"kis-tarifi,misafir-sofrasi",Köfteleri unlanmış tepside bekletmek şekillerini korumalarına yardım eder.,Yanına limon dilimleri koyarak sıcak servis edin.
elazig-harput-koftesi,Elazığ Harput Köftesi,"Harput köftesi, ince bulgur ve kıymanın salçalı suda pişmesiyle yoğun aromalı küçük köfteler verir.",YEMEK,tr,MEDIUM,40,30,70,6,350,Dana kıyma 500 gr — Köfte için | İnce bulgur 1.5 su bardağı — Köfte için | Domates salçası 2 yemek kaşığı | Yoğurt 250 gr,4,1. Kıyma ve bulguru 10 dakika yoğurun. || 2. Küçük köfteler hazırlayın. || 3. Köfteleri salçalı suda 30 dakika pişirin.,3,"GLUTEN,SUT",misafir-sofrasi,Köfte harcını 10 dakika yoğurun; bulgur kıymayla bağlanınca köfteler dağılmaz.,Sarımsaklı yoğurt ve pul biberli yağla servis edin.
